song,uri,artist,cluster
I'm That Bitch (feat. Saweetie),spotify:track:7jJVq2u7EP9XoAxMIc5Dro,David Guetta,154
Like I Do,spotify:track:4aBYzs8RxZMuqyOanNlf8I,David Guetta,129
2U (feat. Justin Bieber),spotify:track:265zv3IDBskSIkvgPOSiGQ,David Guetta,17
She Knows How to Love Me (feat. Jess Glynne & Stefflon Don),spotify:track:5LHTgByvupvwtTfxOqW4Xw,David Guetta,348
"Motto (feat. Lil Uzi Vert, G-Eazy & Mally Mall)",spotify:track:5geGPE69kNm7CFKh8mdZve,David Guetta,10
Drive (feat. Delilah Montagu),spotify:track:1qtluhLLcKKAoCWiOztOX1,Black Coffee,496
Para que te quedes (feat. J. Balvin),spotify:track:6ExOeqdAGRIl2epdTdOqFA,David Guetta,259
Let It Be Me (feat. Ava Max),spotify:track:2F83FxNVkK6PPMHuYnwyVc,David Guetta,118
Light Headed,spotify:track:63lctya7LlMoW5iht9JAVZ,David Guetta,164
Reach For Me,spotify:track:4LI1LaB0bKCIZUyey7I97g,Jack Back,353
Freedom,spotify:track:1TcNWttaet1eKCwl2p6Qae,David Guetta,190
Grenade,spotify:track:4t2pbeCfKh9JboqNG6t3YU,Jack Back,353
Inferno,spotify:track:1P0RYGP8i90T63FCmMLVIb,Jack Back,223
Overtone,spotify:track:1qB0pBoaZ3xag69lZ3wsjq,Jack Back,380
Back and Forth,spotify:track:1398PWJxupakwoj2Ulkv2W,Jack Back,222
Pelican,spotify:track:6i2HdhGvdouYMK1Ruo7s03,Jack Back,81
Afterglow,spotify:track:31BEz9IE8KlSxig3GTA3NG,Jack Back,318
Think Think Think,spotify:track:5LGdqP9bBxxNlzAiMNxTWw,Jack Back,496
Orion,spotify:track:3MW40zf5R22WFTD5dDCfCE,Jack Back,380
What 2 Say,spotify:track:2zkTwxTJCiwWjXwXJWxqpd,Jack Back,268
Just a Little More Love (feat. Chris Willis) - Jack Back 2018 Remix,spotify:track:1h66tR1OkaN8Z4SirC1Dx4,David Guetta,47
Silk Sonic Intro,spotify:track:5joiME4fAdb6FqrsXOs3u9,Bruno Mars,384
Leave The Door Open,spotify:track:1LPSkqVhWVRUkKE03YUkpB,Bruno Mars,317
Fly As Me,spotify:track:7HEWQj82REyDOKMAAlB9pc,Bruno Mars,118
After Last Night (with Thundercat & Bootsy Collins),spotify:track:7ozvuHnA1zWzuTvReLChVL,Bruno Mars,442
Smokin Out The Window,spotify:track:7sMBvZCSUl99bJLXZaLa0b,Bruno Mars,247
Put On A Smile,spotify:track:5U4laaEEChW8FOtZXCu8C7,Bruno Mars,17
777,spotify:track:4CO5GFNJkfowx0rAPKfZ3j,Bruno Mars,59
Skate,spotify:track:71l8BEtJPXXlWbV6hhTHWK,Bruno Mars,420
Blast Off,spotify:track:21afd9hCjpQ6lE5DPbcPHP,Bruno Mars,14
Apen Og Enmannsorkesteret,spotify:track:4hPBaYxqia8i5T6JojVgEa,Knutsen & Ludvigsen,202
Herbarievise,spotify:track:52D3gA8qMldoGgSV8auniY,Knutsen & Ludvigsen,113
Sjørøverkaptein Knutsen,spotify:track:1uDaF5FoG6JkRRtkZDGBQX,Knutsen & Ludvigsen,187
Bestefar Skulle Ut Og Fri,spotify:track:4DmqtJQ1P4aeosDrRVs6KK,Knutsen & Ludvigsen,450
Ikke Tigge,spotify:track:0Eh6VCeCj6RyYe72Q3Z98U,Knutsen & Ludvigsen,346
Rallare Svendsson,spotify:track:2PwNmJgGcUOXt9T71AuPkm,Knutsen & Ludvigsen,202
Knipetango,spotify:track:4Jy2dpxR6BLRJVURJPCTPF,Knutsen & Ludvigsen,323
Mus I Brødboksen,spotify:track:17XReWFwNWtG8Z4Ms9s5er,Knutsen & Ludvigsen,476
Ikke Hør På Ludvigsen,spotify:track:3xidFfCkvEvIs34TooiLF0,Knutsen & Ludvigsen,274
Kenguruvise,spotify:track:0nBkcmnYjODTneyZX4DChX,Knutsen & Ludvigsen,232
Knutsen Og Streken,spotify:track:4u6ZPSNM1XfqtSHOw4TNxy,Knutsen & Ludvigsen,20
Knutsen & Ludvigsen,spotify:track:2IbYBcILIbONhokG0DDYjf,Knutsen & Ludvigsen,35
New Day,spotify:track:7sUCFq23IeRpuwhBfJR6aq,Danny Gokey,139
All In,spotify:track:0VbnViCmfOn6TMqjsGao6s,Matthew West,18
Free,spotify:track:3gxxvodTT9BWGavqj6JcCt,Riley Clemmons,69
Counting Every Blessing,spotify:track:4uuwP9L3wxUiv6zwrVIDPb,Rend Collective,456
Into Faith I Go,spotify:track:7Mct3Nj1164DfCbNC3PiLB,Pat Barrett,456
Let It Rain (Is There Anybody),spotify:track:06ptVP7FkIE2PFf7rA8Wh3,Crowder,80
What Freedom Feels Like,spotify:track:7k5obRuQCe9NYmlYrqMBDZ,Cody Carnes,154
Good Life,spotify:track:1vOCfYtZgmfBTjIaoBRNjW,The Young Escape,8
Holy Water,spotify:track:5oUHP79xzgct8v491PTrt4,We The Kingdom,76
NATIVE TONGUE,spotify:track:3sM8FfzYKGSlMX4J0m67hQ,Switchfoot,314
Future,spotify:track:6EHcR2xPJ9yk2XydjmGGdR,The New Respects,167
Fighting For Me,spotify:track:7hpotkCeFcuMROvkeJ9GUd,Riley Clemmons,166
My Hallelujah,spotify:track:4WswkCa8IhguHy7foRJl8a,Bryan & Katie Torwalt,213
Forever Young,spotify:track:1yyKLwiQFaIsRmzUbxrxkc,Chris Tomlin,48
Because Of Your Love,spotify:track:6f2ADZ4zwxBPfLjaxsxAs2,Chris Quilala,315
Won't Be Moved,spotify:track:1UkwP4fAUKOdsQhCdnRE98,Gene Moore,118
War Cry,spotify:track:7GL1j1yTiF3WgNQfWpzTtU,Social Club Misfits,239
Overcomer,spotify:track:682KXuik44U2HSfZDxdUcj,Mandisa,145
Gold - Pop Mix,spotify:track:2tP5JHaiFOiMs1oEkMp9YO,Britt Nicole,369
Purpose Over Pleasure,spotify:track:4wZltOPl59WfDkajHCsIw6,Jonathan Traylor,197
Dead Man Walking,spotify:track:65o8vYB3zO5iIWNtnpmdPS,Jeremy Camp,126
Mercy Is A Song,spotify:track:3y9KSgErhu5rGL8yzAXMuU,Matthew West,209
My Lighthouse,spotify:track:1tpCwZXgDxwhz3J7elpATX,Rend Collective,494
Impossible Things,spotify:track:0GjdaaweQESfyQWhYKKw0g,Chris Tomlin,139
Come As You Are,spotify:track:2ulxIOGKqWYn4TXLYPSBdg,The New Respects,417
Good Morning,spotify:track:7jQl2FzgOM2Q2x6mYZIpiZ,Mandisa,154
Lifeline,spotify:track:3ixH7VT04jswoH0yavtnps,Switch,69
Be The Change,spotify:track:1LxqOzNshIA7CP3zFH5KHs,Britt Nicole,478
Headspace,spotify:track:4Jzau1ehuN4SbnTV9Cqz0f,Riley Clemmons,201
Wildfire,spotify:track:0j7efSdJQOsZAlk0KVi0gz,Kevin Quinn,279
Harder (feat. Talay Riley) - Harder Intro Edit,spotify:track:4NzeA3GjfKrwjfY2rSSL2f,Tiësto,111
Faster Than A Bullet,spotify:track:3z3kH4Sg3MhusVawon7xYm,Tiësto,376
Scream,spotify:track:2MxMwKtn5vK7urJf4pb4KR,Tiësto,129
Carry You Home (feat. StarGate & Aloe Blacc) - Tiësto's Big Room Mix,spotify:track:5EAKqGs4gGk0bwQy7igcHJ,Tiësto,197
No Worries (feat. Natalola) - Tiësto's Big Room Mix,spotify:track:4TLmdQseuUNzppwFUsckB4,Tiësto,47
BOOM,spotify:track:4cs99TEADEOcGm5DRRFyOw,Tiësto,34
C'mon - John Christian Remix,spotify:track:0XAWVdAOpmkKp1zoTu0JzX,Tiësto,380
Back To The Oldskool,spotify:track:56bbA3AsxggZV2QQPVHO3l,John Christian,129
Fat Beat,spotify:track:0mu10LbMb5pY8LWvvDbcqA,Tiësto,380
Funkastarz,spotify:track:0pmpJHU0QBq3dAVRalZJ8b,John Christian,34
Crazy - Tiësto's Big Room Mix,spotify:track:6r74sRwWCW5UOVfmOkhpIE,Tiësto,190
Revolt,spotify:track:2WV1UIRvfkm73HldvKPtDs,John Christian,34
Sumos,spotify:track:0GQchpsshAsfm7lM2IToRB,Tiësto,34
Guerilla,spotify:track:3ZNe2vDE13g7pNsRyQWaoJ,SWACQ,380
Don't Stop,spotify:track:3N67Gin3X8gdOCrB6LbS5u,Tiësto,380
The Impact,spotify:track:5v7K51KJkwzC9I44UfzUZ4,SWACQ,34
Brolab,spotify:track:6fH21Po4AbBbmQ3wTlHjEa,Tiësto,380
Time - Tiësto's Big Room Mix,spotify:track:3HQxwik9bvFGqyHjnD2dCF,Z.Tao,129
Harder (feat. Talay Riley) - Harder Intro Mixcut,spotify:track:182rWBorWJbBYBVSXpYoGf,Tiësto,129
Faster Than A Bullet - Mixcut,spotify:track:2rjOUIxJbWygnViquuowQN,Tiësto,129
Scream - Mixcut,spotify:track:664jXWCMej4hP4xcKi3dFU,Tiësto,129
Carry You Home - Tiësto's Big Room Mixcut,spotify:track:7KPTmOfzv8iIAS8vpeGdAY,Tiësto,47
No Worries - Tiësto's Big Room Mixcut,spotify:track:6Rc5v9hOZFDVe1uxN6ULsG,Tiësto,129
BOOM - Mixcut,spotify:track:6PMpiMVjPhmL5jTW7xruP2,Tiësto,380
C'mon - John Christian Remix Mixcut,spotify:track:0fK5j1nPaGhmYVT4JTzoiV,Tiësto,256
Back To The Oldskool - Mixcut,spotify:track:1WRTLOrAPQiQx2cLpRQXkQ,John Christian,129
Fat Beat - Mixcut,spotify:track:0qDjx9uYwUTTeQ7G9kaVlA,Tiësto,380
Funkastarz - Mixcut,spotify:track:2Y4D8rP7c7naynMHCGl2Nx,John Christian,34
Crazy - Tiësto's Big Room Mixcut,spotify:track:4hHYMXM0y2WtUfxkqQUGuq,Tiësto,190
Revolt - Mixcut,spotify:track:6AuyzamJvWZpe71fhwwYfE,John Christian,368
Sumos - Mixcut,spotify:track:3L1Fjj4lrOXmZfbmpWKCet,Tiësto,34
Guerilla - Mixcut,spotify:track:3Xc32ABnS1EOJHm5EGlCDD,SWACQ,380
Don't Stop - Mixcut,spotify:track:47TPLMROmKgo3OrZNQErDN,Tiësto,380
The Impact - Mixcut,spotify:track:2ittEqScfxNnFg7DDAIKAx,SWACQ,34
Brolab - Mixcut,spotify:track:4dUJuEoKVtebU152BwIfTx,Tiësto,256
Time - Tiësto's Big Room Mixcut,spotify:track:1tzfV44uvSZOZRRMbrH8q8,Z.Tao,129
I Know Better,spotify:track:79JXD0Avn3iqfbKBjbHdbR,John Legend,457
Penthouse Floor (feat. Chance the Rapper),spotify:track:67Nf4Nsr2Nm5CFfJgqwDb0,John Legend,134
Darkness and Light (feat. Brittany Howard),spotify:track:4jBPWUAtvIbj7trXEg9QPJ,John Legend,376
Overload (feat. Miguel),spotify:track:37exBefsiwr3rmQ7xcQnEJ,John Legend,52
Love Me Now,spotify:track:6nxQdXa1uAL0rY72wPZu89,John Legend,62
What You Do to Me,spotify:track:2cY8x0jQ1wWEipUCouclsD,John Legend,488
Surefire,spotify:track:34JBZjGLUZonoqFjtbC31v,John Legend,381
Right By You (for Luna),spotify:track:3XzwvIUt2Qaa3zmQLxKx1G,John Legend,52
Temporarily Painless,spotify:track:0ThGqY75GjelH3G1QETuHH,John Legend,106
How Can I Blame You,spotify:track:4d0THQsQyfyVX0CSCaFfH1,John Legend,106
Same Old Story,spotify:track:6HtqFPcX3j5ggXGEy45mEn,John Legend,43
Marching Into the Dark,spotify:track:6kXG42vFvkjBEPeV98YbGK,John Legend,182
Die Fast,spotify:track:1A2li95lRQu2vAOhaflAVB,Ruth B.,354
Heart Blanche Intro,spotify:track:1Zum8W6g6P6denm7cZR3Sv,CeeLo Green,445
Est. 1980s,spotify:track:6l3Gwqsv1yqlEhSfFPa0oD,CeeLo Green,88
Mother May I,spotify:track:4XdET6zPBDKWLHYdZf83sg,CeeLo Green,115
Working Class Heroes (Work),spotify:track:0jqC18IqSdsGpGlQ8Dsx9M,CeeLo Green,167
Tonight,spotify:track:1SIW2f1MSTouaUWQ3nhB8w,CeeLo Green,129
Robin Williams,spotify:track:1pyQEXRG3YxxMzNVzfjBFM,CeeLo Green,201
Sign of the Times,spotify:track:0tPCVqh3egabzYJVw1w5wj,CeeLo Green,150
CeeLo Green Sings the Blues,spotify:track:3VKtKYyBPcIY4TyAN2alnU,CeeLo Green,357
Music to My Soul,spotify:track:4xs7DBFtpTcgVshHzE7RQx,CeeLo Green,139
Race Against Time,spotify:track:10Trx58ycM0dp5mycHJmKo,CeeLo Green,329
Better Late Than Never,spotify:track:3R3d6vXw2dm4R3X5TQcewF,CeeLo Green,145
Smells Like Fire,spotify:track:2jJwkRlldFYF0jRSrS2FNH,CeeLo Green,41
Purple Hearts (Soldier of Love),spotify:track:3a4sUxsRwUgYaK7TevAzxq,CeeLo Green,445
Thorns,spotify:track:4amQxsADgLfHPp9TJIW5q4,CeeLo Green,475
The Glory Games,spotify:track:1DQkF9qJv3QKSNSnQ0GPGs,CeeLo Green,58
This'll Be My Year,spotify:track:69iQM8CLaJFn8oqEefgPYw,Train,45
Feels Good at First,spotify:track:1TYnyC8RLvMF9k6LKZi3pk,Train,492
Bruises (feat. Ashley Monroe),spotify:track:3adeqciqrsp6PQqR0hGDC7,Train,69
50 Ways to Say Goodbye,spotify:track:2NniAhAtkRACaMeYt48xlD,Train,22
You Can Finally Meet My Mom,spotify:track:0UnnPoUkys3vA1PNJyN7MO,Train,126
Sing Together,spotify:track:2WAqjXV5uUz4q8pbHI5ysm,Train,123
Mermaid,spotify:track:2o3qA8lOCXZ8cRGhuWNT4J,Train,369
California 37,spotify:track:6nrdjKxI39FvwMhX5mSLJV,Train,80
We Were Made for This,spotify:track:4ejjJSozfM6QOUsLBom2qA,Train,48
When the Fog Rolls In,spotify:track:7Jg93eTHUzLaePH9Ki6lfP,Train,209
More,spotify:track:6Kon65RFxqv6WRUxPJYEfP,P!nk,451
Tack Förlåt,spotify:track:5eDnDrN7AOHCD8HvbDxHJu,Laleh,69
City Of Angels,spotify:track:48Gng1A8s35Cf0ldyE9lSM,Laleh,204
It Was All For The Kids,spotify:track:3y92i1tjwkvy2Z6eJkxZZP,Laleh,281
Home - Live from The Merv Griffin Show,spotify:track:5jSTW2AuRhDst5I7J86KUH,Whitney Houston,325
You Give Good Love - Live from The Tonight Show Starring Johnny Carson,spotify:track:0kn8HZcdvWXIbAu4ZbqWTa,Whitney Houston,325
How Will I Know - Live from The Brit Awards,spotify:track:0B71GPn23vB1BapkFfYlEp,Whitney Houston,119
One Moment in Time - Live from The 31st Annual Grammy® Awards,spotify:track:1pCsrLzTZ0HrjUJB8df2kc,Whitney Houston,121
Greatest Love of All - Live from That's What Friends Are For: Arista Records 15th Anniversary Concert,spotify:track:1zHSvq6WdZHdG85ugbGsVj,Whitney Houston,90
I Wanna Dance with Somebody - Live from That's What Friends Are For: Arista Records 15th Anniversary Concert,spotify:track:3KCm9TwZDOLdRu4bM1Alob,Whitney Houston,172
The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl XXV,spotify:track:5qByPJHfbssZpbUzhgpDCG,Whitney Houston,90
All the Man That I Need - Live from Welcome Home Heroes with Whitney Houston,spotify:track:5gUXJ028FkqhUAKk7bMWY4,Whitney Houston,192
I'm Your Baby Tonight - Live from Welcome Home Heroes with Whitney Houston,spotify:track:5yFt7dkjC3AGuKOBaosed4,Whitney Houston,341
A Song for You - Live from Welcome Home Heroes with Whitney Houston,spotify:track:2kS0pmnzDAeZDME3svB8fN,Whitney Houston,128
"Medley: I Loves You, Porgy / And I Am Telling You I'm Not Going / I Have Nothing - Live from The 21st Annual American Music Awards",spotify:track:0pXeX74NdIKgUvylLqlGBN,Whitney Houston,90
I'm Every Woman - Live from The Concert for a New South Africa,spotify:track:0onkIMPgaJDynd4x2tSpjS,Whitney Houston,61
I Will Always Love You - Live from The Concert for a New South Africa,spotify:track:2be59uHmn17ejuv4bXF5oo,Whitney Houston,38
My Love Is Your Love - Live from Late Show with David Letterman,spotify:track:1Tmn4RzLBoZRryh3NJPlLd,Whitney Houston,211
I Believe in You and Me - Live from The 16th Annual World Music Awards,spotify:track:0xGEceyQmD3gPP4vLNZly9,Whitney Houston,132
I Didn't Know My Own Strength - Live from The Oprah Winfrey Show Season Premiere Part II - Whitney Houston's Show Stopping Surprise,spotify:track:71y1T1v35vSZFg6xCEegAx,Whitney Houston,469
So Sorry,spotify:track:0tnnWEeThAUDLh62BnQKRU,Pitbull,69
Father & Son,spotify:track:1hkWjoLsahC5HuTyn5J5iT,Pitbull,319
Carpe Diem,spotify:track:2zH0GWHJ4GSZi2JfUTbDpD,Pitbull,411
Amore,spotify:track:2lXdIYOoii1t4obdvgMirK,Pitbull,249
Don't Say Another Word,spotify:track:2JWcZFAQm0hLMezUVp6ytB,Pitbull,502
The Meeting,spotify:track:7K2qzAp1FcEaKTNwtlHKdm,Pitbull,502
Enough,spotify:track:7fx9WWXNKLxMN21y62aWIj,Pitbull,9
Father,spotify:track:2XPe3fBELI20H9STwPMX6L,Pitbull,180
Advice,spotify:track:0d99n8DFZziF0DHbBOEhA6,Pitbull,236
Somebody To Be,spotify:track:3QUdLpe40Im2mvgJl1kRLl,Pitbull,223
The Mistake,spotify:track:70nPicj6utwHjEREgoa2ZQ,Pitbull,225
Still Here,spotify:track:00939AtloLku4VBWYNqY8x,Pitbull,502
I Know You Know,spotify:track:4eXcqF7LRYRpCOv5dseNqE,Pitbull,133
Cosa Nostra,spotify:track:4e3TTD2pv3iN8sUsqp37eu,Pitbull,443
The Decision,spotify:track:5DtSRptyHUgO89hmFdhbu2,Pitbull,487
The Plot,spotify:track:4xTOKvaVQz4VtgBy1dsulF,Pitbull,180
The Shelf,spotify:track:6OxYVG17vm5dsLydvMbLkQ,Pitbull,79
The Trial,spotify:track:0sG7AlnXkcyKdwt7d2EFgf,Pitbull,411
Mourning,spotify:track:22DTsu2kSQLvDeql59Qm3C,Pitbull,79
Come My Way - Video Version,spotify:track:0kVJIr4PDNz6le7V9O6rkP,Hot Chelle Rae,188
Unboxing Intro,spotify:track:1wnRsXo9tSvj60Vbc6C7A2,Alessia Cara,134
Box In The Ocean,spotify:track:7bhR82JEE9bcX8iphymGme,Alessia Cara,160
Bluebird,spotify:track:1w1UFvNdHZZLhozS2Ysdub,Alessia Cara,95
Lie To Me,spotify:track:3vThkPv25GkMKMSnnxm3ev,Alessia Cara,29
Shapeshifter,spotify:track:60O0pUJdobzFB11e88Y9m1,Alessia Cara,108
Fishbowl,spotify:track:0QZcEmktdpeCcwIHSfpAAM,Alessia Cara,259
"I Miss You, Don't Call Me",spotify:track:3xbiVkfxjHIpd1CVEtrJ8R,Alessia Cara,492
Middle Ground (feat. CHIKA),spotify:track:5nGpC4ho50ESHj30ocN3sV,Alessia Cara,422
Somebody Else,spotify:track:0O9ijXvoYpXDjqhaYZtA2X,Alessia Cara,464
Drama Queen,spotify:track:13RFBaODKzfZz3bSp9RmL6,Alessia Cara,445
Clockwork,spotify:track:14GBa3RpXVFyaoB6wux6eC,Alessia Cara,80
Best Days,spotify:track:3z1DnGBH2uhlDekJr0YVzQ,Alessia Cara,286
Sweet Dream,spotify:track:3HhrQvdp1HIVluWLEgdAsV,Alessia Cara,281
Find My Boy,spotify:track:2rmf4QaSE174hUEObAxLpw,Alessia Cara,138
Voice In My Head,spotify:track:1wnzW3fMwdf8bn2FLwBZut,Alessia Cara,343
Slow Lie,spotify:track:2vTZTMjVdn3MKKT2ZXTCFc,Alessia Cara,298
You Let Me Down,spotify:track:5vItiIbaaoTxihU8uAlRbq,Alessia Cara,84
Apartment Song,spotify:track:0h6ymtVt32j6qKZzzMs8aV,Alessia Cara,199
Shine A Light,spotify:track:166ZJ3OEi10e1r0b4WuMBf,Bryan Adams,22
That's How Strong Our Love Is,spotify:track:7idNykun3SuVy6yEvMTg38,Bryan Adams,414
"Part Friday Night, Part Sunday Morning",spotify:track:17UaNVBoHyQxLTpa1JCSZ5,Bryan Adams,372
Driving Under The Influence Of Love,spotify:track:3MHdLXniWBuXvWiOMkBV1H,Bryan Adams,22
All Or Nothing,spotify:track:1M1cQMETFlW50TnRoRPKYT,Bryan Adams,88
No Time For Love,spotify:track:1SkNOryQSDv3fBSOS0vlXY,Bryan Adams,115
I Could Get Used To This,spotify:track:5R0h98izbA6ssdJXAbrSSD,Bryan Adams,145
Talk To Me,spotify:track:58YQ2tn7c27ycEcV6ZyqLq,Bryan Adams,381
The Last Night On Earth,spotify:track:1RF4TxjruB1jR0wZuDfFUM,Bryan Adams,414
Nobody's Girl,spotify:track:7rxhnL7rUXowgGHYR5tFl9,Bryan Adams,239
Don't Look Back,spotify:track:2bMRkjGrkXQZP3tVUm0AVx,Bryan Adams,145
Whiskey In The Jar,spotify:track:7ctiZAhf4PWuZXbVOXcfPV,Bryan Adams,272
Edge of the Night,spotify:track:7zgK6MLeY6Cxx3amogUmme,Sheppard,445
Riding the Wave,spotify:track:4dpjdYZL92LRlOBweyXW6m,Sheppard,389
Everywhere (BBC Children In Need),spotify:track:0z0kUUd2jPQiI2Ob8VXajc,Niall Horan,167
Riptide - Live from Spotify London,spotify:track:5UcDFuZnsgtXTuN7GO79Wf,Vance Joy,143
Mess Is Mine - Live from Spotify London,spotify:track:31nnMwlTjJQ5JOlJeB4ycT,Vance Joy,104
First Time - Live from Spotify London,spotify:track:0TTk0i7ZBR9uvKGQJo3y73,Vance Joy,28
Georgia - Live from Spotify London,spotify:track:499TPvGxsdHnUMJupLdp2U,Vance Joy,109
Emmylou - Live from Spotify SXSW 2014,spotify:track:7sJ8rrxRdFKbzzhzMztegT,Vance Joy,462
From Afar - Live from Spotify SXSW 2014,spotify:track:69hS91NUE0Gpsb6LcsgoUI,Vance Joy,121
"Play with Fire - Live from Spotify SXSW, 2014",spotify:track:4cp5AbGnJ2AYluUFJbdnoc,Vance Joy,407
When You Were Mine,spotify:track:7KQVZXU9d5ReQiAC2fPze7,Cyndi Lauper,442
Witness,spotify:track:2tdXZBmGbkAzhe4HJXROrI,Cyndi Lauper,274
I'll Kiss You,spotify:track:0EupF62QPaE5aercadcSY2,Cyndi Lauper,193
He's so Unusual,spotify:track:7vfcxmzsMvr6Pr8qVamVLT,Cyndi Lauper,174
Yeah Yeah,spotify:track:0MUboQjeGmOzqG1ppMVLHg,Cyndi Lauper,414
Girls Just Want to Have Fun - 2013 Yolanda Be Cool Remix,spotify:track:2QiyUyv72Fb2ZAAz6SOBBv,Cyndi Lauper,239
Time After Time - 2013 NERVO Back in time remix,spotify:track:4fwDppR4vzV1ICgHRBvC9k,Cyndi Lauper,356
Time After Time - 2013 Bent Collective Remix,spotify:track:11nWS3DVvzhIyATYMHKd25,Cyndi Lauper,496
Girls Just Want to Have Fun - Early Guitar Demo,spotify:track:6LGUj8hrzB0KFSbBUKeaDP,Cyndi Lauper,227
"All Through the Night - 1983 Rehearsal, with Studio Dialog",spotify:track:34qRe5ahIiehFojoBJQOzm,Cyndi Lauper,141
Rules and Regulations - 1983 Rehearsal,spotify:track:7mJE2OLspqzeMTrsiMCBDF,Cyndi Lauper,255
Money Changes Everything - Demo,spotify:track:5P3dneFAVreiYxo9n2p0mv,Cyndi Lauper,306
Girls Just Want to Have Fun - Demo,spotify:track:2T9zJGSqMl87X1Vbfj2vwy,Cyndi Lauper,146
"Right Train, Wrong Track - Non LP B-Side",spotify:track:6sq3FpnJrotjx1Vi5brcA7,Cyndi Lauper,448
"Witness - Live, Boston, 1984",spotify:track:4F2qayDnExNPSjdfabKbWJ,Cyndi Lauper,192
She Bop - 1984 Arthur Baker Remix,spotify:track:3WSOJ2AB3uOtTXXKNulW5l,Cyndi Lauper,119
Time After Time - Work in Progress Rough Mix,spotify:track:4ypHjAfC8MG7O3ujjRfh39,Cyndi Lauper,449
Frank Sinatra Medley: Fly Me to the Moon / Come Fly with Me / The Way You Look Tonight / My Way,spotify:track:1ya3CDmvGHxdOtDjbIf2qh,Anthem Lights,255
Beatles Medley: Here Comes the Sun / Come Together / Yesterday / I Want to Hold Your Hand,spotify:track:7Khc1UmjaVnRlbZmUVdz1o,Anthem Lights,170
Whitney Houston Medley: I Will Always Love You / Higher Love / I Wanna Dance With Somebody / I Have Nothing,spotify:track:6S8hfpJ5hMm4Q7CBLUrnaQ,Anthem Lights,52
U2 Medley: With or Without You / I Still Haven’t Found What I’m Looking For / Beautiful Day / Pride (In the Name of Love),spotify:track:6yRcMYkuziHMzDVX23znM4,Anthem Lights,52
Stevie Wonder Medley: Superstition / Signed Sealed Delivered / Isn’t She Lovely / For Once in My Life / Sir Duke,spotify:track:1zRmQ2KZiFBYDO3gXOLHPE,Anthem Lights,76
Elvis Medley: Can’t Help Falling in Love / Jailhouse Rock / Hound Dog / A Little Less Conversation / Blue Suede Shoes,spotify:track:3Z4G7kUDLg2EIB3sgA3sN4,Anthem Lights,289
Garth Brooks Medley: The Dance / Friends in Low Places / Thunder Rolls,spotify:track:6X7ei0F6BJWBGrD0ZUn8tp,Anthem Lights,307
Billy Joel Medley: Uptown Girl / Piano Man / She’s Always a Woman / Vienna / New York State of Mind,spotify:track:6vNqjsLj2c74i82jMNQekD,Anthem Lights,52
Bob Marley Medley: Three Little Birds / One Love / Could You Be Loved / Is This Love,spotify:track:6fvul3VDiFBLe1A6d1K2zq,Anthem Lights,287
Celine Dion Medley: My Heart Will Go On / Because You Loved Me / The Power of Love / It’s All Coming Back to Me Now,spotify:track:1zgcrCzfkcA0YfBofoV4Ml,Anthem Lights,260
When I Kissed The Teacher - Singalong Version,spotify:track:6piwpqeiKouyu9ru4N9ND6,Cast of Mamma Mia! The Movie,11
I Wonder (Departure) - Singalong Version,spotify:track:6KG6Ng9zjJQjjxBA4rS8Vs,Cast of Mamma Mia! The Movie,502
One Of Us - Singalong Version,spotify:track:5qjtvpbpFyetrW4Q86Rla8,Cast of Mamma Mia! The Movie,441
Waterloo - Singalong Version,spotify:track:1gZB1emyCCb4HLnjCgOs3r,Cast of Mamma Mia! The Movie,112
Why Did It Have To Be Me? - Singalong Version,spotify:track:4fqg0kIQM7F2UEAgIbTF9t,Cast of Mamma Mia! The Movie,99
I Have A Dream - Singalong Version,spotify:track:4dBQnllBPxS3QxhUCoRmGJ,Cast of Mamma Mia! The Movie,56
Kisses Of Fire - Singalong Version,spotify:track:16g9GfPuXLx4V240jzOsaE,Cast of Mamma Mia! The Movie,181
"Andante, Andante - Singalong Version",spotify:track:4KFVPm498uwpOj7yjGxKXa,Cast of Mamma Mia! The Movie,131
The Name Of The Game - Singalong Version,spotify:track:0odVJEUH7264ZxiLWbjBbP,Cast of Mamma Mia! The Movie,480
"Knowing Me, Knowing You - Singalong Version",spotify:track:3WcPwBb0k47WY9m395Iu5u,Cast of Mamma Mia! The Movie,505
Angel Eyes - Singalong Version,spotify:track:3P1AGYAr05JofzuskOW9vj,Cast of Mamma Mia! The Movie,181
Mamma Mia - Singalong Version,spotify:track:2asESGrcef9aLvIvj0dgMn,Cast of Mamma Mia! The Movie,278
Dancing Queen - Singalong Version,spotify:track:5RRPWOmwGKo1VEVH9ZJMYI,Cast of Mamma Mia! The Movie,176
I've Been Waiting For You - Singalong Version,spotify:track:0tBTaIu5hGoBlMr6k5nUvc,Cast of Mamma Mia! The Movie,411
Fernando - Singalong Version,spotify:track:2wDifZyhmyJU6rturxnf7L,Cast of Mamma Mia! The Movie,184
"My Love, My Life - Singalong Version",spotify:track:5oxbzkO7HTlcG8f1elFSMJ,Cast of Mamma Mia! The Movie,102
Super Trouper - Singalong Version,spotify:track:2Fp32W7p36uIJxYDib1OVT,Cast of Mamma Mia! The Movie,148
The Day Before You Came - Singalong Version,spotify:track:5d2ExnzTQY9dVxbzPnaD6x,Cast of Mamma Mia! The Movie,102
