web-scraper-order;web-scraper-start-url;link;link-href
1639257954-1673;"https://www.coursera.org/search?query=free&page=22&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Cultures et pédagogiesUniversity of GenevaCourseBeginner LevelBeginner""";https://www.coursera.org/learn/cultures-pedagogies
1639257997-1815;"https://www.coursera.org/search?query=free&page=8&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"International Security ManagementErasmus University RotterdamCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 640 reviews4.7(640)14k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/international-security-management
1639257756-1036;"https://www.coursera.org/search?query=free&page=86&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Science and Technology in the Silla Cultural HeritagePohang University of Science and TechnologyCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 41 reviews4.7(41)1.5k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/silla-science-technology
1639257888-1482;"https://www.coursera.org/search?query=free&page=42&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Everyday Chinese Medicine 2The Chinese University of Hong KongCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 89 reviews4.9(89)5.2k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/everyday-chinese-medicine-2
1639257973-1740;"https://www.coursera.org/search?query=free&page=16&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Ancient Philosophy: Plato & His PredecessorsUniversity of PennsylvaniaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 1323 reviews4.8(1,323)98k studentsMixed LevelMixed""";https://www.coursera.org/learn/plato
1639257738-977;"https://www.coursera.org/search?query=free&page=92&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Free Speech on Campus Teach-OutUniversity of MichiganCourse2.4k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/free-speech-on-campus
1639257843-1326;"https://www.coursera.org/search?query=free&page=57&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"История Австрии и проект российско-австрийских отношенийMoscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)CourseBeginner LevelBeginner""";https://www.coursera.org/learn/istoria-avstrii
1639257751-1020;"https://www.coursera.org/search?query=free&page=88&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"My Favorite Lectures @ HKUSTThe Hong Kong University of Science and TechnologyCourseBeginner LevelBeginner""";https://www.coursera.org/learn/my-favorite-lectures-hkust
1639257857-1373;"https://www.coursera.org/search?query=free&page=52&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Учительський коучинг: сприяння розвитку сталих змінMatch Teacher ResidencyCourseMixed LevelMixed""";https://www.coursera.org/learn/uchytelskyy-kouchynh
1639257774-1093;"https://www.coursera.org/search?query=free&page=80&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Religious Transformation in Early China: the Period of DivisionThe Chinese University of Hong KongCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 27 reviews4.8(27)2.3k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/religious-transformation-early-china-the-period-of-division
1639257829-1273;"https://www.coursera.org/search?query=free&page=62&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Introducción a la guitarraBerklee College of MusicCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 413 reviews4.8(413)66k studentsMixed LevelMixed""";https://www.coursera.org/learn/guitarra
1639257811-1214;"https://www.coursera.org/search?query=free&page=68&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Disease Screening in Public HealthUniversity of GenevaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 358 reviews4.6(358)22k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/screening
1639257871-1423;"https://www.coursera.org/search?query=free&page=47&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650)Yale UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 512 reviews4.7(512)30k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/western-christianity-200-1650
1639257802-1188;"https://www.coursera.org/search?query=free&page=71&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Les transitions énergétique & écologique dans les pays du SudÉcole normale supérieureCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 265 reviews4.8(265)13k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/transitions-energetiques-pays-du-sud
1639257945-1665;"https://www.coursera.org/search?query=free&page=23&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Local Economic DevelopmentErasmus University RotterdamCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 185 reviews4.7(185)13k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/local-economic-development
1639257771-1083;"https://www.coursera.org/search?query=free&page=81&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"I. Missões jesuíticas nos territórios guaranis: históriaUniversidade de São PauloCourseBeginner LevelBeginner""";https://www.coursera.org/learn/missoes-jesuitas-guaranis-historia-antropologia
1639258016-1885;"https://www.coursera.org/search?query=free&page=1&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Introduction to PsychologyYale UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 20422 reviews4.8(20,422)810k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/introduction-psychology
1639257973-1733;"https://www.coursera.org/search?query=free&page=16&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Learning, Knowledge, and Human DevelopmentUniversity of Illinois at Urbana-ChampaignCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 133 reviews4.5(133)15k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/learning-knowledge-human-development
1639258008-1856;"https://www.coursera.org/search?query=free&page=4&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"International Law in Action: the Arbitration of International DisputesUniversiteit LeidenCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 786 reviews4.8(786)36k studentsMixed LevelMixed""";https://www.coursera.org/learn/arbitration-international-disputes
1639258016-1883;"https://www.coursera.org/search?query=free&page=1&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Indigenous CanadaUniversity of AlbertaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 15389 reviews4.8(15,389)440k studentsMixed LevelMixed""";https://www.coursera.org/learn/indigenous-canada
1639257774-1100;"https://www.coursera.org/search?query=free&page=80&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Non-Communicable Diseases in Humanitarian SettingsUniversity of CopenhagenCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 73 reviews4.8(73)2.6k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/non-communicable-diseases-in-humanitarian-settings
1639257814-1229;"https://www.coursera.org/search?query=free&page=67&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"结构生物化学（Structural Biochemistry)Nanjing UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 102 reviews4.8(102)11k studentsMixed LevelMixed""";https://www.coursera.org/learn/shengwu-huaxue
1639257826-1271;"https://www.coursera.org/search?query=free&page=63&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Science Matters: Let's Talk About COVID-19Imperial College LondonCourseFilled StarFilled StarFilled StarFilled StarStarRated 4.2 out of five stars. 195 reviews4.2(195)140k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/covid-19
1639257934-1633;"https://www.coursera.org/search?query=free&page=26&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"心理学与生活Nanjing UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 526 reviews4.7(526)48k studentsMixed LevelMixed""";https://www.coursera.org/learn/xin-li-xue-sheng-huo
1639257986-1774;"https://www.coursera.org/search?query=free&page=12&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Understanding International Relations TheoryHSE UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 514 reviews4.7(514)62k studentsMixed LevelMixed""";https://www.coursera.org/learn/international-relations-theory
1639257894-1500;"https://www.coursera.org/search?query=free&page=40&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"医学统计学与SPSS软件（基础篇）Peking UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 129 reviews4.7(129)12k studentsMixed LevelMixed""";https://www.coursera.org/learn/spss-ruanjian
1639257888-1481;"https://www.coursera.org/search?query=free&page=42&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Introduction to Human Behavioral GeneticsUniversity of MinnesotaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 489 reviews4.8(489)28k studentsMixed LevelMixed""";https://www.coursera.org/learn/behavioralgenetics
1639257942-1661;"https://www.coursera.org/search?query=free&page=24&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Основы графического дизайнаCalifornia Institute of the ArtsCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 61 reviews4.7(61)8.1k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/fundamentals-of-graphic-design-ru
1639257820-1250;"https://www.coursera.org/search?query=free&page=65&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Revolutionary Ideas: Utility, Justice, Equality, FreedomRutgers the State University of New JerseyCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 150 reviews4.6(150)17k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/revolutionary-ideas-utility-justice-equality-freedom
1639257748-1005;"https://www.coursera.org/search?query=free&page=89&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"In the footsteps of Zika… approaching the unknownUniversity of GenevaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 112 reviews4.7(112)5.2k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/zika
1639257923-1593;"https://www.coursera.org/search?query=free&page=30&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Antisemitism: From Its Origins to the PresentYad Vashem CourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 39 reviews4.8(39)4.2k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/antisemitism
1639258016-1891;"https://www.coursera.org/search?query=free&page=1&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Child Nutrition and CookingStanford UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 8368 reviews4.8(8,368)440k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/childnutrition
1639257863-1399;"https://www.coursera.org/search?query=free&page=50&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Corporate governance. Mitos y realidadesUniversitat Autònoma de BarcelonaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 194 reviews4.6(194)6.6k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/corporate-governance-mitos-realidades
1639257738-979;"https://www.coursera.org/search?query=free&page=92&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"抗菌药与超级细菌 －－天使与魔鬼的博弈Fudan UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 19 reviews4.7(19)Mixed LevelMixed""";https://www.coursera.org/learn/kangjunyao-chaojixijun
1639257878-1445;"https://www.coursera.org/search?query=free&page=45&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Assessment for LearningUniversity of Illinois at Urbana-ChampaignCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 109 reviews4.6(109)8.5k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/assessmentforlearning
1639257776-1103;"https://www.coursera.org/search?query=free&page=79&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Formação sobre a COVID-19 para Profissionais de SaúdeStanford UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 5 out of five stars. 22 reviews5(22)Mixed LevelMixed""";https://www.coursera.org/learn/covid-19-training-healthcare-portuguese-br
1639257840-1321;"https://www.coursera.org/search?query=free&page=58&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Usos didácticos del cine: Introducción al análisisUniversidad Nacional Autónoma de MéxicoCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 404 reviews4.7(404)24k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/usos-didacticos-del-cine
1639257897-1505;"https://www.coursera.org/search?query=free&page=39&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Emotions: a Philosophical IntroductionUniversitat Autònoma de BarcelonaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.3 out of five stars. 412 reviews4.3(412)42k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/emotions
1639257863-1394;"https://www.coursera.org/search?query=free&page=50&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"A Brief History of Human SpaceflightUniversity of HoustonCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.4 out of five stars. 390 reviews4.4(390)16k studentsMixed LevelMixed""";https://www.coursera.org/learn/human-spaceflight
1639257848-1345;"https://www.coursera.org/search?query=free&page=55&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology)National Taiwan UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 55 reviews4.6(55)7.2k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/developmental-psychology
1639257753-1025;"https://www.coursera.org/search?query=free&page=87&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"İnfertilite Hemşireliği (Infertility Nursing)Koç UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 5 out of five stars. 9 reviews5(9)Mixed LevelMixed""";https://www.coursera.org/learn/infertilite
1639257768-1078;"https://www.coursera.org/search?query=free&page=82&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"БиосенсорыNovosibirsk State University CourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 48 reviews4.9(48)4.7k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/biosensory
1639257860-1384;"https://www.coursera.org/search?query=free&page=51&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Luther and the WestNorthwestern UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 89 reviews4.6(89)7.2k studentsMixed LevelMixed""";https://www.coursera.org/learn/luther-and-the-west
1639257742-992;"https://www.coursera.org/search?query=free&page=91&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Contemporary IndiaThe University of MelbourneCourseFilled StarFilled StarFilled StarFilled StarStarRated 4.2 out of five stars. 33 reviews4.2(33)3k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/india
1639257840-1313;"https://www.coursera.org/search?query=free&page=58&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Коронавирусы и COVID-19: первые итоги и новые вызовыNovosibirsk State University CourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 20 reviews4.9(20)Beginner LevelBeginner""";https://www.coursera.org/learn/coronaviruses
1639257834-1297;"https://www.coursera.org/search?query=free&page=60&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Cáncer de próstataUniversidad Nacional Autónoma de MéxicoCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 133 reviews4.8(133)5.7k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/cancer-prostata
1639257788-1147;"https://www.coursera.org/search?query=free&page=75&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Advanced Neurobiology IIPeking UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.3 out of five stars. 113 reviews4.3(113)14k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/advancedneurobiologyii
1639257800-1176;"https://www.coursera.org/search?query=free&page=72&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"中国哲学经典著作导读Xi'an Jiaotong UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.5 out of five stars. 256 reviews4.5(256)38k studentsMixed LevelMixed""";https://www.coursera.org/learn/chinese-philosophy
1639258016-1887;"https://www.coursera.org/search?query=free&page=1&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Stanford Introduction to Food and HealthStanford UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 22440 reviews4.7(22,440)640k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/food-and-health
1639257914-1566;"https://www.coursera.org/search?query=free&page=33&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Recovering the Humankind's Past and Saving the Universal HeritageSapienza University of RomeCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.3 out of five stars. 226 reviews4.3(226)13k studentsMixed LevelMixed""";https://www.coursera.org/learn/preserving-cultural-heritage
1639257954-1681;"https://www.coursera.org/search?query=free&page=22&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Disability Awareness and SupportUniversity of PittsburghCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 223 reviews4.6(223)8.7k studentsMixed LevelMixed""";https://www.coursera.org/learn/disability-awareness
1639257802-1190;"https://www.coursera.org/search?query=free&page=71&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Formadores de CiudadaníaUniversidad de los AndesCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 403 reviews4.9(403)13k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/formadores-ciudadania
1639257940-1644;"https://www.coursera.org/search?query=free&page=25&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Foundations of Teaching for Learning: Being a ProfessionalCommonwealth Education TrustCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 141 reviews4.7(141)11k studentsMixed LevelMixed""";https://www.coursera.org/learn/professional-teacher
1639257994-1803;"https://www.coursera.org/search?query=free&page=9&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"ADHD: Everyday Strategies for Elementary StudentsUniversity at BuffaloCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 1695 reviews4.7(1,695)56k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/adhd-treatment
1639257786-1142;"https://www.coursera.org/search?query=free&page=76&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Arctic DevelopmentUniversity of AlbertaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 12 reviews4.8(12)Beginner LevelBeginner""";https://www.coursera.org/learn/arctic-development
1639257988-1789;"https://www.coursera.org/search?query=free&page=11&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Refugees in the 21st CenturyUniversity of LondonCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 373 reviews4.8(373)14k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/refugees-21st-century
1639257751-1022;"https://www.coursera.org/search?query=free&page=88&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Политика и управление водными ресурсамиUniversity of GenevaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 5 out of five stars. 7 reviews5(7)Mixed LevelMixed""";https://www.coursera.org/learn/russian-water-management
1639257863-1393;"https://www.coursera.org/search?query=free&page=50&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"K-12 Blended & Online LearningUniversity System of GeorgiaCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 116 reviews4.7(116)12k studentsMixed LevelMixed""";https://www.coursera.org/learn/k-12-online-education
1639257865-1409;"https://www.coursera.org/search?query=free&page=49&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Professionalism in an era of changeUtrecht UniversityCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.7 out of five stars. 33 reviews4.7(33)8.3k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/professionalism-in-an-era-of-change
1639257908-1548;"https://www.coursera.org/search?query=free&page=35&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Foundations for Global Health RespondersUniversity of Colorado SystemCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 24 reviews4.6(24)4.2k studentsMixed LevelMixed""";https://www.coursera.org/learn/ghresponder
1639257832-1283;"https://www.coursera.org/search?query=free&page=61&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Buddhism and Modern PsychologyPrinceton UniversityCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 5464 reviews4.8(5,464)560k studentsMixed LevelMixed""";https://www.coursera.org/learn/science-of-meditation
1639257983-1763;"https://www.coursera.org/search?query=free&page=13&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Bugs 101: Insect-Human InteractionsUniversity of AlbertaCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.9 out of five stars. 1042 reviews4.9(1,042)33k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/bugs-101
1639257751-1013;"https://www.coursera.org/search?query=free&page=88&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Try RRI! A guide for Responsible Research and InnovationUniversity of AmsterdamCourseBeginner LevelBeginner""";https://www.coursera.org/learn/newhorrizon
1639257788-1151;"https://www.coursera.org/search?query=free&page=75&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Строение клетки. ЦитологияNovosibirsk State University CourseBeginner LevelBeginner""";https://www.coursera.org/learn/cell-biology
1639257840-1317;"https://www.coursera.org/search?query=free&page=58&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"The City and You: Find Your Best PlaceUniversity of TorontoCourseFilled StarFilled StarFilled StarFilled StarHalf Filled StarRated 4.6 out of five stars. 102 reviews4.6(102)14k studentsBeginner LevelBeginner""";https://www.coursera.org/learn/city-and-you-find-best-place
1639257917-1574;"https://www.coursera.org/search?query=free&page=32&index=prod_all_launched_products_term_optimization&topic=Personal%20Development&topic=Arts%20and%20Humanities&topic=Social%20Sciences&topic=Health""";"Monetary Policy in the Asia PacificThe Hong Kong University of Science and TechnologyCourseFilled StarFilled StarFilled StarFilled StarFilled StarRated 4.8 out of five stars. 206 reviews4.8(206)8k studentsIntermediate LevelIntermediate""";https://www.coursera.org/learn/monetary-policy-asia-pacific
